ILOG_CSV_FORMAT,1.0

ILOG_DATA_SCHEMA,MASC,1.0

MODEL|NAMES,NAME,START_MIN
MODEL|TYPES,string,int
MODEL,BAKERY_S_45,0

RESOURCE|NAMES,RESOURCE_ID,SETUP_MATRIX_ID,INITIAL_SETUP_STATE,CAPACITY,START_MIN
RESOURCE|TYPES,int,int,int,int,int
RESOURCE,0,0,6,1,0

ACTIVITY|NAMES,ACTIVITY_ID,SETUP_STATE,PERFORMED_STATUS
ACTIVITY|TYPES,int,int,string
ACTIVITY,0,5,PerformedOrUnperformed
ACTIVITY,1,1,PerformedOrUnperformed
ACTIVITY,2,4,PerformedOrUnperformed
ACTIVITY,3,5,PerformedOrUnperformed
ACTIVITY,4,3,PerformedOrUnperformed
ACTIVITY,5,2,PerformedOrUnperformed
ACTIVITY,6,4,PerformedOrUnperformed
ACTIVITY,7,0,PerformedOrUnperformed
ACTIVITY,8,0,PerformedOrUnperformed
ACTIVITY,9,1,PerformedOrUnperformed
ACTIVITY,10,1,PerformedOrUnperformed
ACTIVITY,11,3,PerformedOrUnperformed
ACTIVITY,12,3,PerformedOrUnperformed
ACTIVITY,13,1,PerformedOrUnperformed
ACTIVITY,14,3,PerformedOrUnperformed
ACTIVITY,15,0,PerformedOrUnperformed
ACTIVITY,16,5,PerformedOrUnperformed
ACTIVITY,17,4,PerformedOrUnperformed
ACTIVITY,18,4,PerformedOrUnperformed
ACTIVITY,19,5,PerformedOrUnperformed
ACTIVITY,20,5,PerformedOrUnperformed
ACTIVITY,21,4,PerformedOrUnperformed
ACTIVITY,22,1,PerformedOrUnperformed
ACTIVITY,23,1,PerformedOrUnperformed
ACTIVITY,24,4,PerformedOrUnperformed
ACTIVITY,25,0,PerformedOrUnperformed
ACTIVITY,26,2,PerformedOrUnperformed
ACTIVITY,27,4,PerformedOrUnperformed
ACTIVITY,28,2,PerformedOrUnperformed
ACTIVITY,29,3,PerformedOrUnperformed
ACTIVITY,30,3,PerformedOrUnperformed
ACTIVITY,31,0,PerformedOrUnperformed
ACTIVITY,32,1,PerformedOrUnperformed
ACTIVITY,33,4,PerformedOrUnperformed
ACTIVITY,34,3,PerformedOrUnperformed
ACTIVITY,35,2,PerformedOrUnperformed
ACTIVITY,36,5,PerformedOrUnperformed
ACTIVITY,37,1,PerformedOrUnperformed
ACTIVITY,38,4,PerformedOrUnperformed
ACTIVITY,39,3,PerformedOrUnperformed
ACTIVITY,40,3,PerformedOrUnperformed
ACTIVITY,41,0,PerformedOrUnperformed
ACTIVITY,42,0,PerformedOrUnperformed
ACTIVITY,43,2,PerformedOrUnperformed
ACTIVITY,44,4,PerformedOrUnperformed

SETUP_MATRIX|NAMES,SETUP_MATRIX_ID,FROM_STATE,TO_STATE,SETUP_TIME,SETUP_COST
SETUP_MATRIX|TYPES,int,int,int,int,float
SETUP_MATRIX,0,0,0,0,0.0
SETUP_MATRIX,0,0,1,13,35.4
SETUP_MATRIX,0,0,2,8,26.4
SETUP_MATRIX,0,0,3,9,28.2
SETUP_MATRIX,0,0,4,7,24.6
SETUP_MATRIX,0,0,5,7,24.6
SETUP_MATRIX,0,1,0,8,26.4
SETUP_MATRIX,0,1,1,0,0.0
SETUP_MATRIX,0,1,2,9,28.2
SETUP_MATRIX,0,1,3,10,30.0
SETUP_MATRIX,0,1,4,7,24.6
SETUP_MATRIX,0,1,5,7,24.6
SETUP_MATRIX,0,2,0,8,26.4
SETUP_MATRIX,0,2,1,14,37.2
SETUP_MATRIX,0,2,2,0,0.0
SETUP_MATRIX,0,2,3,10,30.0
SETUP_MATRIX,0,2,4,7,24.6
SETUP_MATRIX,0,2,5,7,24.6
SETUP_MATRIX,0,3,0,21,49.8
SETUP_MATRIX,0,3,1,14,37.2
SETUP_MATRIX,0,3,2,9,28.2
SETUP_MATRIX,0,3,3,0,0.0
SETUP_MATRIX,0,3,4,20,48.0
SETUP_MATRIX,0,3,5,8,26.4
SETUP_MATRIX,0,4,0,7,24.6
SETUP_MATRIX,0,4,1,13,35.4
SETUP_MATRIX,0,4,2,8,26.4
SETUP_MATRIX,0,4,3,9,28.2
SETUP_MATRIX,0,4,4,0,0.0
SETUP_MATRIX,0,4,5,7,24.6
SETUP_MATRIX,0,5,0,7,24.6
SETUP_MATRIX,0,5,1,13,35.4
SETUP_MATRIX,0,5,2,11,31.8
SETUP_MATRIX,0,5,3,12,33.6
SETUP_MATRIX,0,5,4,7,24.6
SETUP_MATRIX,0,5,5,0,0.0
SETUP_MATRIX,0,6,0,6,22.8
SETUP_MATRIX,0,6,1,8,26.4
SETUP_MATRIX,0,6,2,7,24.6
SETUP_MATRIX,0,6,3,8,26.4
SETUP_MATRIX,0,6,4,5,21.0
SETUP_MATRIX,0,6,5,5,21.0

DUE_DATE|NAMES,ACTIVITY_ID,DUE_TIME,TYPE,EARLINESS_VARIABLE_COST,TARDINESS_VARIABLE_COST
DUE_DATE|TYPES,int,int,string,float,float
DUE_DATE,0,1951,End,0,2.0
DUE_DATE,1,1159,End,0,8.0
DUE_DATE,2,2003,End,0,2.0
DUE_DATE,3,1027,End,0,5.0
DUE_DATE,4,1876,End,0,8.0
DUE_DATE,5,434,End,0,8.0
DUE_DATE,6,718,End,0,5.0
DUE_DATE,7,1547,End,0,2.0
DUE_DATE,8,1198,End,0,8.0
DUE_DATE,9,998,End,0,2.0
DUE_DATE,10,1420,End,0,5.0
DUE_DATE,11,366,End,0,8.0
DUE_DATE,12,1448,End,0,2.0
DUE_DATE,13,1847,End,0,2.0
DUE_DATE,14,763,End,0,5.0
DUE_DATE,15,1036,End,0,5.0
DUE_DATE,16,1268,End,0,2.0
DUE_DATE,17,2747,End,0,2.0
DUE_DATE,18,2772,End,0,2.0
DUE_DATE,19,648,End,0,8.0
DUE_DATE,20,982,End,0,5.0
DUE_DATE,21,1664,End,0,8.0
DUE_DATE,22,1191,End,0,2.0
DUE_DATE,23,1539,End,0,2.0
DUE_DATE,24,1275,End,0,2.0
DUE_DATE,25,1836,End,0,8.0
DUE_DATE,26,2151,End,0,2.0
DUE_DATE,27,379,End,0,8.0
DUE_DATE,28,709,End,0,8.0
DUE_DATE,29,1450,End,0,8.0
DUE_DATE,30,2518,End,0,2.0
DUE_DATE,31,455,End,0,8.0
DUE_DATE,32,743,End,0,5.0
DUE_DATE,33,698,End,0,5.0
DUE_DATE,34,2342,End,0,5.0
DUE_DATE,35,1453,End,0,2.0
DUE_DATE,36,1036,End,0,5.0
DUE_DATE,37,2077,End,0,5.0
DUE_DATE,38,1771,End,0,8.0
DUE_DATE,39,1190,End,0,2.0
DUE_DATE,40,1152,End,0,2.0
DUE_DATE,41,1405,End,0,5.0
DUE_DATE,42,2262,End,0,2.0
DUE_DATE,43,2097,End,0,5.0
DUE_DATE,44,446,End,0,8.0

MODE|NAMES,ACTIVITY_ID,MODE_ID,RESOURCE_ID,REQUIRED_CAPACITY,MODE_COST,PROCESSING_TIME,START_MIN,START_MAX,END_MIN,END_MAX,UNPERFORMED_COST,UNPERFORMED_SETUP_TIME,UNPERFORMED_SETUP_COST
MODE|TYPES,int,int,int,int,float,int,int,int,int,int,float,int,int
MODE,0,0,0,1,24.2,22,929,2858,951,2431,410.7,0,0
MODE,1,0,0,1,48.0,30,905,2850,935,1339,340.5,0,0
MODE,2,0,0,1,14.4,16,1007,2864,1023,2483,440.6,0,0
MODE,3,0,0,1,27.5,25,560,2855,585,1267,259.3,0,0
MODE,4,0,0,1,106.2,59,1629,2821,1688,2056,558.8,0,0
MODE,5,0,0,1,33.0,22,181,2858,203,614,493.5,0,0
MODE,6,0,0,1,17.1,19,218,2861,237,958,503.2,0,0
MODE,7,0,0,1,21.0,21,613,2859,634,2027,430.4,0,0
MODE,8,0,0,1,28.0,28,940,2852,968,1378,446.1,0,0
MODE,9,0,0,1,72.0,45,8,2835,53,1478,322.7,0,0
MODE,10,0,0,1,59.2,37,938,2843,975,1660,559.5,0,0
MODE,11,0,0,1,95.4,53,128,2827,181,546,662.8,0,0
MODE,12,0,0,1,86.4,48,441,2832,489,1928,271.3,0,0
MODE,13,0,0,1,72.0,45,872,2835,917,2327,230.9,0,0
MODE,14,0,0,1,68.4,38,284,2842,322,1003,309.9,0,0
MODE,15,0,0,1,18.0,18,555,2862,573,1276,311.4,0,0
MODE,16,0,0,1,17.6,16,318,2864,334,1748,383.2,0,0
MODE,17,0,0,1,10.8,12,1817,2868,1829,2880,397.8,0,0
MODE,18,0,0,1,14.4,16,1752,2864,1768,2880,399.0,0,0
MODE,19,0,0,1,22.0,20,417,2860,437,828,474.1,0,0
MODE,20,0,0,1,26.4,24,513,2856,537,1222,465.1,0,0
MODE,21,0,0,1,15.3,17,1420,2863,1437,1844,380.3,0,0
MODE,22,0,0,1,51.2,32,219,2848,251,1671,336.5,0,0
MODE,23,0,0,1,56.0,35,592,2845,627,2019,380.2,0,0
MODE,24,0,0,1,17.1,19,270,2861,289,1755,258.3,0,0
MODE,25,0,0,1,22.0,22,1595,2858,1617,2016,319.2,0,0
MODE,26,0,0,1,42.0,28,1238,2852,1266,2631,450.0,0,0
MODE,27,0,0,1,16.2,18,139,2862,157,559,484.9,0,0
MODE,28,0,0,1,48.0,32,466,2848,498,889,502.0,0,0
MODE,29,0,0,1,66.6,37,1196,2843,1233,1630,522.3,0,0
MODE,30,0,0,1,75.6,42,1534,2838,1576,2880,434.4,0,0
MODE,31,0,0,1,24.0,24,215,2856,239,635,590.1,0,0
MODE,32,0,0,1,78.4,49,241,2831,290,983,298.1,0,0
MODE,33,0,0,1,14.4,16,180,2864,196,938,488.0,0,0
MODE,34,0,0,1,108.0,60,1856,2820,1916,2582,415.4,0,0
MODE,35,0,0,1,46.5,31,447,2849,478,1933,418.1,0,0
MODE,36,0,0,1,24.2,22,525,2858,547,1276,525.1,0,0
MODE,37,0,0,1,57.6,36,1600,2844,1636,2317,425.0,0,0
MODE,38,0,0,1,17.1,19,1518,2861,1537,1951,454.9,0,0
MODE,39,0,0,1,100.8,56,236,2824,292,1670,305.6,0,0
MODE,40,0,0,1,99.0,55,129,2825,184,1632,459.3,0,0
MODE,41,0,0,1,20.0,20,898,2860,918,1645,340.4,0,0
MODE,42,0,0,1,29.0,29,1277,2851,1306,2742,180.9,0,0
MODE,43,0,0,1,54.0,36,1631,2844,1667,2337,354.6,0,0
MODE,44,0,0,1,11.7,13,215,2867,228,626,329.1,0,0
