ILOG_CSV_FORMAT,1.0

ILOG_DATA_SCHEMA,MASC,1.0

MODEL|NAMES,NAME,START_MIN
MODEL|TYPES,string,int
MODEL,STC_NCOS_31,0

RESOURCE|NAMES,RESOURCE_ID,SETUP_MATRIX_ID,INITIAL_SETUP_STATE,CAPACITY,START_MIN
RESOURCE|KEYS,1,0,0,0,0
RESOURCE|TYPES,int,int,int,int,int
RESOURCE,0,0,10,1,0

SETUP_MATRIX|NAMES,SETUP_MATRIX_ID,FROM_STATE,TO_STATE,SETUP_TIME,SETUP_COST
SETUP_MATRIX|KEYS,1,1,1,0,0
SETUP_MATRIX|TYPES,int,int,int,int,int
SETUP_MATRIX,0,0,0,0,0
SETUP_MATRIX,0,0,1,0,250
SETUP_MATRIX,0,0,2,0,250
SETUP_MATRIX,0,0,3,0,250
SETUP_MATRIX,0,0,4,0,0
SETUP_MATRIX,0,0,5,0,250
SETUP_MATRIX,0,0,6,0,250
SETUP_MATRIX,0,0,7,0,250
SETUP_MATRIX,0,0,8,0,250
SETUP_MATRIX,0,0,9,0,250
SETUP_MATRIX,0,0,10,0,0
SETUP_MATRIX,0,1,0,0,0
SETUP_MATRIX,0,1,1,0,0
SETUP_MATRIX,0,1,2,0,250
SETUP_MATRIX,0,1,3,0,0
SETUP_MATRIX,0,1,4,0,250
SETUP_MATRIX,0,1,5,0,250
SETUP_MATRIX,0,1,6,0,250
SETUP_MATRIX,0,1,7,0,250
SETUP_MATRIX,0,1,8,0,250
SETUP_MATRIX,0,1,9,0,250
SETUP_MATRIX,0,1,10,0,0
SETUP_MATRIX,0,2,0,0,250
SETUP_MATRIX,0,2,1,0,0
SETUP_MATRIX,0,2,2,0,0
SETUP_MATRIX,0,2,3,0,250
SETUP_MATRIX,0,2,4,0,250
SETUP_MATRIX,0,2,5,0,250
SETUP_MATRIX,0,2,6,0,250
SETUP_MATRIX,0,2,7,0,250
SETUP_MATRIX,0,2,8,0,250
SETUP_MATRIX,0,2,9,0,250
SETUP_MATRIX,0,2,10,0,0
SETUP_MATRIX,0,3,0,0,250
SETUP_MATRIX,0,3,1,0,250
SETUP_MATRIX,0,3,2,0,0
SETUP_MATRIX,0,3,3,0,0
SETUP_MATRIX,0,3,4,0,250
SETUP_MATRIX,0,3,5,0,250
SETUP_MATRIX,0,3,6,0,250
SETUP_MATRIX,0,3,7,0,250
SETUP_MATRIX,0,3,8,0,250
SETUP_MATRIX,0,3,9,0,250
SETUP_MATRIX,0,3,10,0,0
SETUP_MATRIX,0,4,0,0,250
SETUP_MATRIX,0,4,1,0,250
SETUP_MATRIX,0,4,2,0,250
SETUP_MATRIX,0,4,3,0,250
SETUP_MATRIX,0,4,4,0,0
SETUP_MATRIX,0,4,5,0,250
SETUP_MATRIX,0,4,6,0,250
SETUP_MATRIX,0,4,7,0,0
SETUP_MATRIX,0,4,8,0,250
SETUP_MATRIX,0,4,9,0,250
SETUP_MATRIX,0,4,10,0,0
SETUP_MATRIX,0,5,0,0,250
SETUP_MATRIX,0,5,1,0,250
SETUP_MATRIX,0,5,2,0,250
SETUP_MATRIX,0,5,3,0,250
SETUP_MATRIX,0,5,4,0,250
SETUP_MATRIX,0,5,5,0,0
SETUP_MATRIX,0,5,6,0,0
SETUP_MATRIX,0,5,7,0,250
SETUP_MATRIX,0,5,8,0,250
SETUP_MATRIX,0,5,9,0,250
SETUP_MATRIX,0,5,10,0,0
SETUP_MATRIX,0,6,0,0,250
SETUP_MATRIX,0,6,1,0,250
SETUP_MATRIX,0,6,2,0,250
SETUP_MATRIX,0,6,3,0,250
SETUP_MATRIX,0,6,4,0,250
SETUP_MATRIX,0,6,5,0,250
SETUP_MATRIX,0,6,6,0,0
SETUP_MATRIX,0,6,7,0,250
SETUP_MATRIX,0,6,8,0,0
SETUP_MATRIX,0,6,9,0,250
SETUP_MATRIX,0,6,10,0,0
SETUP_MATRIX,0,7,0,0,250
SETUP_MATRIX,0,7,1,0,250
SETUP_MATRIX,0,7,2,0,250
SETUP_MATRIX,0,7,3,0,250
SETUP_MATRIX,0,7,4,0,250
SETUP_MATRIX,0,7,5,0,0
SETUP_MATRIX,0,7,6,0,250
SETUP_MATRIX,0,7,7,0,0
SETUP_MATRIX,0,7,8,0,250
SETUP_MATRIX,0,7,9,0,250
SETUP_MATRIX,0,7,10,0,0
SETUP_MATRIX,0,8,0,0,250
SETUP_MATRIX,0,8,1,0,250
SETUP_MATRIX,0,8,2,0,250
SETUP_MATRIX,0,8,3,0,250
SETUP_MATRIX,0,8,4,0,250
SETUP_MATRIX,0,8,5,0,250
SETUP_MATRIX,0,8,6,0,250
SETUP_MATRIX,0,8,7,0,250
SETUP_MATRIX,0,8,8,0,0
SETUP_MATRIX,0,8,9,0,0
SETUP_MATRIX,0,8,10,0,0
SETUP_MATRIX,0,9,0,0,0
SETUP_MATRIX,0,9,1,0,250
SETUP_MATRIX,0,9,2,0,250
SETUP_MATRIX,0,9,3,0,0
SETUP_MATRIX,0,9,4,0,250
SETUP_MATRIX,0,9,5,0,250
SETUP_MATRIX,0,9,6,0,250
SETUP_MATRIX,0,9,7,0,250
SETUP_MATRIX,0,9,8,0,250
SETUP_MATRIX,0,9,9,0,0
SETUP_MATRIX,0,9,10,0,0
SETUP_MATRIX,0,10,0,0,90
SETUP_MATRIX,0,10,1,0,90
SETUP_MATRIX,0,10,2,0,90
SETUP_MATRIX,0,10,3,0,90
SETUP_MATRIX,0,10,4,0,90
SETUP_MATRIX,0,10,5,0,90
SETUP_MATRIX,0,10,6,0,90
SETUP_MATRIX,0,10,7,0,90
SETUP_MATRIX,0,10,8,0,90
SETUP_MATRIX,0,10,9,0,90
SETUP_MATRIX,0,10,10,0,0

ACTIVITY|NAMES,ACTIVITY_ID,SETUP_STATE,PERFORMED_STATUS
ACTIVITY|KEYS,1,0,0
ACTIVITY|TYPES,int,int,string
ACTIVITY,0,0,PerformedOrUnperformed
ACTIVITY,1,1,PerformedOrUnperformed
ACTIVITY,2,2,PerformedOrUnperformed
ACTIVITY,3,3,PerformedOrUnperformed
ACTIVITY,4,3,PerformedOrUnperformed
ACTIVITY,5,2,PerformedOrUnperformed
ACTIVITY,6,4,PerformedOrUnperformed
ACTIVITY,7,2,PerformedOrUnperformed
ACTIVITY,8,5,PerformedOrUnperformed
ACTIVITY,9,3,PerformedOrUnperformed
ACTIVITY,10,6,PerformedOrUnperformed
ACTIVITY,11,1,PerformedOrUnperformed
ACTIVITY,12,6,PerformedOrUnperformed
ACTIVITY,13,1,PerformedOrUnperformed
ACTIVITY,14,7,PerformedOrUnperformed
ACTIVITY,15,2,PerformedOrUnperformed
ACTIVITY,16,7,PerformedOrUnperformed
ACTIVITY,17,3,PerformedOrUnperformed
ACTIVITY,18,8,PerformedOrUnperformed
ACTIVITY,19,0,PerformedOrUnperformed
ACTIVITY,20,8,PerformedOrUnperformed
ACTIVITY,21,1,PerformedOrUnperformed
ACTIVITY,22,9,PerformedOrUnperformed
ACTIVITY,23,2,PerformedOrUnperformed
ACTIVITY,24,9,PerformedOrUnperformed
ACTIVITY,25,3,PerformedOrUnperformed
